day;hour;seller_member_name;imps_matched
11/25/2018;11/25/2018 21:00;FreeWheel SSP (3053);4411
11/25/2018;11/25/2018 22:00;FreeWheel SSP (3053);2324
11/25/2018;11/25/2018 23:00;FreeWheel SSP (3053);181
11/26/2018;11/26/2018 0:00;FreeWheel SSP (3053);1163
11/26/2018;11/26/2018 1:00;FreeWheel SSP (3053);686
11/26/2018;11/26/2018 2:00;FreeWheel SSP (3053);421
11/26/2018;11/26/2018 3:00;FreeWheel SSP (3053);364
11/26/2018;11/26/2018 4:00;FreeWheel SSP (3053);304
11/26/2018;11/26/2018 5:00;FreeWheel SSP (3053);393
11/26/2018;11/26/2018 6:00;FreeWheel SSP (3053);808
11/26/2018;11/26/2018 7:00;FreeWheel SSP (3053);1517
11/26/2018;11/26/2018 8:00;FreeWheel SSP (3053);2078
11/26/2018;11/26/2018 9:00;FreeWheel SSP (3053);2521
11/26/2018;11/26/2018 10:00;FreeWheel SSP (3053);2629
11/26/2018;11/26/2018 11:00;FreeWheel SSP (3053);3301
11/26/2018;11/26/2018 12:00;FreeWheel SSP (3053);4086
11/26/2018;11/26/2018 13:00;FreeWheel SSP (3053);4038
11/26/2018;11/26/2018 14:00;FreeWheel SSP (3053);3539
11/26/2018;11/26/2018 15:00;FreeWheel SSP (3053);3280
11/26/2018;11/26/2018 16:00;FreeWheel SSP (3053);3245
11/26/2018;11/26/2018 17:00;FreeWheel SSP (3053);3632
11/26/2018;11/26/2018 18:00;FreeWheel SSP (3053);3774
11/26/2018;11/26/2018 19:00;FreeWheel SSP (3053);5487
11/26/2018;11/26/2018 20:00;FreeWheel SSP (3053);6275
11/26/2018;11/26/2018 21:00;FreeWheel SSP (3053);5553
11/26/2018;11/26/2018 22:00;FreeWheel SSP (3053);4062
11/26/2018;11/26/2018 23:00;FreeWheel SSP (3053);2558
11/27/2018;11/27/2018 0:00;FreeWheel SSP (3053);1433
11/27/2018;11/27/2018 1:00;FreeWheel SSP (3053);688
11/27/2018;11/27/2018 2:00;FreeWheel SSP (3053);440
11/27/2018;11/27/2018 3:00;FreeWheel SSP (3053);345
11/27/2018;11/27/2018 4:00;FreeWheel SSP (3053);342
11/27/2018;11/27/2018 5:00;FreeWheel SSP (3053);473
11/27/2018;11/27/2018 6:00;FreeWheel SSP (3053);958
11/27/2018;11/27/2018 7:00;FreeWheel SSP (3053);1481
11/27/2018;11/27/2018 8:00;FreeWheel SSP (3053);2262
11/27/2018;11/27/2018 9:00;FreeWheel SSP (3053);2572
11/27/2018;11/27/2018 10:00;FreeWheel SSP (3053);1754
11/27/2018;11/27/2018 11:00;FreeWheel SSP (3053);2782
11/27/2018;11/27/2018 12:00;FreeWheel SSP (3053);3760
11/27/2018;11/27/2018 13:00;FreeWheel SSP (3053);3528
11/27/2018;11/27/2018 14:00;FreeWheel SSP (3053);2869
11/27/2018;11/27/2018 15:00;FreeWheel SSP (3053);2666
11/27/2018;11/27/2018 16:00;FreeWheel SSP (3053);2967
11/27/2018;11/27/2018 17:00;FreeWheel SSP (3053);3612
11/27/2018;11/27/2018 18:00;FreeWheel SSP (3053);3864
11/27/2018;11/27/2018 19:00;FreeWheel SSP (3053);5319
11/27/2018;11/27/2018 20:00;FreeWheel SSP (3053);5394
11/27/2018;11/27/2018 21:00;FreeWheel SSP (3053);4952
11/27/2018;11/27/2018 22:00;FreeWheel SSP (3053);4255
11/27/2018;11/27/2018 23:00;FreeWheel SSP (3053);2500
11/28/2018;11/28/2018 0:00;FreeWheel SSP (3053);1407
11/28/2018;11/28/2018 1:00;FreeWheel SSP (3053);684
11/28/2018;11/28/2018 2:00;FreeWheel SSP (3053);395
11/28/2018;11/28/2018 3:00;FreeWheel SSP (3053);295
11/28/2018;11/28/2018 4:00;FreeWheel SSP (3053);316
11/28/2018;11/28/2018 5:00;FreeWheel SSP (3053);473
11/28/2018;11/28/2018 6:00;FreeWheel SSP (3053);829
11/28/2018;11/28/2018 7:00;FreeWheel SSP (3053);1529
11/28/2018;11/28/2018 8:00;FreeWheel SSP (3053);2241
11/28/2018;11/28/2018 9:00;FreeWheel SSP (3053);3020
11/28/2018;11/28/2018 10:00;FreeWheel SSP (3053);2975
11/28/2018;11/28/2018 11:00;FreeWheel SSP (3053);2921
11/28/2018;11/28/2018 12:00;FreeWheel SSP (3053);3833
11/28/2018;11/28/2018 13:00;FreeWheel SSP (3053);4098
11/28/2018;11/28/2018 14:00;FreeWheel SSP (3053);3738
11/28/2018;11/28/2018 15:00;FreeWheel SSP (3053);3580
11/28/2018;11/28/2018 16:00;FreeWheel SSP (3053);3658
11/28/2018;11/28/2018 17:00;FreeWheel SSP (3053);4296
11/28/2018;11/28/2018 18:00;FreeWheel SSP (3053);4352
11/28/2018;11/28/2018 19:00;FreeWheel SSP (3053);3506
11/28/2018;11/28/2018 20:00;FreeWheel SSP (3053);3479
11/28/2018;11/28/2018 21:00;FreeWheel SSP (3053);3260
11/28/2018;11/28/2018 22:00;FreeWheel SSP (3053);2452
11/28/2018;11/28/2018 23:00;FreeWheel SSP (3053);1794
11/29/2018;11/29/2018 0:00;FreeWheel SSP (3053);975
11/29/2018;11/29/2018 1:00;FreeWheel SSP (3053);491
11/29/2018;11/29/2018 2:00;FreeWheel SSP (3053);303
11/29/2018;11/29/2018 3:00;FreeWheel SSP (3053);251
11/29/2018;11/29/2018 4:00;FreeWheel SSP (3053);257
11/29/2018;11/29/2018 5:00;FreeWheel SSP (3053);302
11/29/2018;11/29/2018 6:00;FreeWheel SSP (3053);658
11/29/2018;11/29/2018 7:00;FreeWheel SSP (3053);1179
11/29/2018;11/29/2018 8:00;FreeWheel SSP (3053);1602
11/29/2018;11/29/2018 9:00;FreeWheel SSP (3053);2068
11/29/2018;11/29/2018 10:00;FreeWheel SSP (3053);2524
11/29/2018;11/29/2018 11:00;FreeWheel SSP (3053);2830
11/29/2018;11/29/2018 12:00;FreeWheel SSP (3053);3572
11/29/2018;11/29/2018 13:00;FreeWheel SSP (3053);3033
11/29/2018;11/29/2018 14:00;FreeWheel SSP (3053);972
11/29/2018;11/29/2018 15:00;FreeWheel SSP (3053);902
11/29/2018;11/29/2018 16:00;FreeWheel SSP (3053);944
11/29/2018;11/29/2018 17:00;FreeWheel SSP (3053);1074
11/29/2018;11/29/2018 18:00;FreeWheel SSP (3053);970
11/29/2018;11/29/2018 19:00;FreeWheel SSP (3053);3145
11/29/2018;11/29/2018 20:00;FreeWheel SSP (3053);4639
11/29/2018;11/29/2018 21:00;FreeWheel SSP (3053);4889
11/29/2018;11/29/2018 22:00;FreeWheel SSP (3053);4435
11/29/2018;11/29/2018 23:00;FreeWheel SSP (3053);3234
11/30/2018;11/30/2018 0:00;FreeWheel SSP (3053);1687
11/30/2018;11/30/2018 1:00;FreeWheel SSP (3053);891
11/30/2018;11/30/2018 2:00;FreeWheel SSP (3053);465
11/30/2018;11/30/2018 3:00;FreeWheel SSP (3053);348
11/30/2018;11/30/2018 4:00;FreeWheel SSP (3053);411
11/30/2018;11/30/2018 5:00;FreeWheel SSP (3053);564
11/30/2018;11/30/2018 6:00;FreeWheel SSP (3053);1149
11/30/2018;11/30/2018 7:00;FreeWheel SSP (3053);1862
11/30/2018;11/30/2018 8:00;FreeWheel SSP (3053);2595
11/30/2018;11/30/2018 9:00;FreeWheel SSP (3053);2901
11/30/2018;11/30/2018 10:00;FreeWheel SSP (3053);2734
11/30/2018;11/30/2018 11:00;FreeWheel SSP (3053);2607
11/30/2018;11/30/2018 12:00;FreeWheel SSP (3053);4781
11/30/2018;11/30/2018 13:00;FreeWheel SSP (3053);4190
11/30/2018;11/30/2018 14:00;FreeWheel SSP (3053);3084
11/30/2018;11/30/2018 15:00;FreeWheel SSP (3053);4640
11/30/2018;11/30/2018 16:00;FreeWheel SSP (3053);7802
11/30/2018;11/30/2018 17:00;FreeWheel SSP (3053);6713
11/30/2018;11/30/2018 18:00;FreeWheel SSP (3053);306
11/30/2018;11/30/2018 19:00;FreeWheel SSP (3053);4584
11/30/2018;11/30/2018 20:00;FreeWheel SSP (3053);4363
11/30/2018;11/30/2018 21:00;FreeWheel SSP (3053);3506
11/30/2018;11/30/2018 22:00;FreeWheel SSP (3053);2588
11/30/2018;11/30/2018 23:00;FreeWheel SSP (3053);1084
12/1/2018;12/1/2018 0:00;FreeWheel SSP (3053);1820
12/1/2018;12/1/2018 1:00;FreeWheel SSP (3053);1222
12/1/2018;12/1/2018 2:00;FreeWheel SSP (3053);641
12/1/2018;12/1/2018 3:00;FreeWheel SSP (3053);492
12/1/2018;12/1/2018 4:00;FreeWheel SSP (3053);433
12/1/2018;12/1/2018 5:00;FreeWheel SSP (3053);335
12/1/2018;12/1/2018 6:00;FreeWheel SSP (3053);534
12/1/2018;12/1/2018 7:00;FreeWheel SSP (3053);1043
12/1/2018;12/1/2018 8:00;FreeWheel SSP (3053);1697
12/1/2018;12/1/2018 9:00;FreeWheel SSP (3053);1990
12/1/2018;12/1/2018 10:00;FreeWheel SSP (3053);1931
12/1/2018;12/1/2018 11:00;FreeWheel SSP (3053);2134
12/1/2018;12/1/2018 12:00;FreeWheel SSP (3053);2360
12/1/2018;12/1/2018 13:00;FreeWheel SSP (3053);2712
12/1/2018;12/1/2018 14:00;FreeWheel SSP (3053);2532
12/1/2018;12/1/2018 15:00;FreeWheel SSP (3053);2619
12/1/2018;12/1/2018 16:00;FreeWheel SSP (3053);2235
12/1/2018;12/1/2018 17:00;FreeWheel SSP (3053);2500
12/1/2018;12/1/2018 18:00;FreeWheel SSP (3053);2805
12/1/2018;12/1/2018 19:00;FreeWheel SSP (3053);3667
12/1/2018;12/1/2018 20:00;FreeWheel SSP (3053);4151
12/1/2018;12/1/2018 21:00;FreeWheel SSP (3053);4045
12/1/2018;12/1/2018 22:00;FreeWheel SSP (3053);3654
12/1/2018;12/1/2018 23:00;FreeWheel SSP (3053);2760
12/2/2018;12/2/2018 0:00;FreeWheel SSP (3053);1854
12/2/2018;12/2/2018 1:00;FreeWheel SSP (3053);1157
12/2/2018;12/2/2018 2:00;FreeWheel SSP (3053);651
12/2/2018;12/2/2018 3:00;FreeWheel SSP (3053);425
12/2/2018;12/2/2018 4:00;FreeWheel SSP (3053);364
12/2/2018;12/2/2018 5:00;FreeWheel SSP (3053);370
12/2/2018;12/2/2018 6:00;FreeWheel SSP (3053);513
12/2/2018;12/2/2018 7:00;FreeWheel SSP (3053);976
12/2/2018;12/2/2018 8:00;FreeWheel SSP (3053);1708
12/2/2018;12/2/2018 9:00;FreeWheel SSP (3053);2536
12/2/2018;12/2/2018 10:00;FreeWheel SSP (3053);2914
12/2/2018;12/2/2018 11:00;FreeWheel SSP (3053);4411
12/2/2018;12/2/2018 12:00;FreeWheel SSP (3053);9966
12/2/2018;12/2/2018 13:00;FreeWheel SSP (3053);3261
12/2/2018;12/2/2018 14:00;FreeWheel SSP (3053);2611
12/2/2018;12/2/2018 15:00;FreeWheel SSP (3053);3099
12/2/2018;12/2/2018 16:00;FreeWheel SSP (3053);3077
12/2/2018;12/2/2018 17:00;FreeWheel SSP (3053);2895
12/2/2018;12/2/2018 18:00;FreeWheel SSP (3053);3592
12/2/2018;12/2/2018 19:00;FreeWheel SSP (3053);6024
12/2/2018;12/2/2018 20:00;FreeWheel SSP (3053);6754
12/2/2018;12/2/2018 21:00;FreeWheel SSP (3053);6084
12/2/2018;12/2/2018 22:00;FreeWheel SSP (3053);4503
12/2/2018;12/2/2018 23:00;FreeWheel SSP (3053);2577
12/3/2018;12/3/2018 0:00;FreeWheel SSP (3053);1230
12/3/2018;12/3/2018 1:00;FreeWheel SSP (3053);518
12/3/2018;12/3/2018 2:00;FreeWheel SSP (3053);283
12/3/2018;12/3/2018 3:00;FreeWheel SSP (3053);176
12/3/2018;12/3/2018 4:00;FreeWheel SSP (3053);121
12/3/2018;12/3/2018 5:00;FreeWheel SSP (3053);179
12/3/2018;12/3/2018 6:00;FreeWheel SSP (3053);355
12/3/2018;12/3/2018 7:00;FreeWheel SSP (3053);671
12/3/2018;12/3/2018 8:00;FreeWheel SSP (3053);1297
12/3/2018;12/3/2018 9:00;FreeWheel SSP (3053);2166
12/3/2018;12/3/2018 10:00;FreeWheel SSP (3053);2726
12/3/2018;12/3/2018 11:00;FreeWheel SSP (3053);2780
12/3/2018;12/3/2018 12:00;FreeWheel SSP (3053);3450
12/3/2018;12/3/2018 13:00;FreeWheel SSP (3053);2546
12/3/2018;12/3/2018 14:00;FreeWheel SSP (3053);2836
12/3/2018;12/3/2018 15:00;FreeWheel SSP (3053);2969
12/3/2018;12/3/2018 16:00;FreeWheel SSP (3053);3400
12/3/2018;12/3/2018 17:00;FreeWheel SSP (3053);3436
12/3/2018;12/3/2018 18:00;FreeWheel SSP (3053);3798
12/3/2018;12/3/2018 19:00;FreeWheel SSP (3053);6048
12/3/2018;12/3/2018 20:00;FreeWheel SSP (3053);5721
12/3/2018;12/3/2018 21:00;FreeWheel SSP (3053);5082
12/3/2018;12/3/2018 22:00;FreeWheel SSP (3053);4037
12/3/2018;12/3/2018 23:00;FreeWheel SSP (3053);2555
12/4/2018;12/4/2018 0:00;FreeWheel SSP (3053);1420
12/4/2018;12/4/2018 1:00;FreeWheel SSP (3053);664
12/4/2018;12/4/2018 2:00;FreeWheel SSP (3053);451
12/4/2018;12/4/2018 3:00;FreeWheel SSP (3053);306
